"symbol","mom_z_ts","mom_z_cs","vol_z_ts","vol_z_cs","skew_z_ts","skew_z_cs","ret_1m_z_ts","ret_1m_z_cs","dfp_z_ts","dfp_z_cs"
"AMT",-0.813296067546598,-0.307821822673487,1.01789695914631,0.0247039269736367,0.978527085830183,0.600389943431562,0.0533089131283322,-0.132210122438669,-0.729627376871204,-0.307771946261823
"AMZN",-0.571602770693354,0.0806154974402847,-1.22673921939654,-0.343594190355197,-1.06501842943474,-0.527097884230394,-0.755417466835022,-0.90253575424086,0.537522728168303,0.674203209366783
"ANET",-0.0765163630365489,1.30459799254796,-1.01709836800947,0.689626102284488,-3.77925976440293,-1.88717051061451,-1.8270676837027,-2.58399688238528,-0.475012351746854,-0.192950878701186
"AON",-1.51409428505603,-0.446735511535017,0.41881297674424,-0.315697167674619,-0.400875104861399,-1.23663808083554,0.398598868722478,0.215003454512646,-1.18278581685344,0.0818145329708693
"AOS",-0.367288979875491,-0.138511266672003,-0.835125776406256,-0.492314201496266,-1.03021701202752,-0.995115597676074,-0.118494541423648,-0.304641661200397,-0.700400464137457,-0.713098131250869
"APA",0.141449975313385,0.306255131423474,-0.756497217453681,0.670967737811391,-0.680358508086474,0.0836318177591185,0.317347881684705,1.06162992270514,0.516685198637305,-0.679381709295485
"APD",-1.66929868592419,-0.740826641244663,0.52799553596586,-0.173505612851732,-0.367039478687713,0.43850315553052,1.00879950948346,0.71090001709693,-1.70483543679294,-0.434034848850714
"APH",2.95965134864252,2.87397289126243,-3.8025619485276e-07,-0.445414534048256,-0.0275488381113367,-0.0700082490885764,-0.178374016103657,-0.153508935502455,0.763182829849209,0.98358625810158
"APO",-1.83840564142146,-0.986340697049732,-0.65055811033764,0.360504924952152,2.01626740020841,0.878480782526941,0.380718148282036,0.560628163392066,-1.44725880249495,-0.638151711843369
"APTV",1.12268235479751,1.69553387115207,-0.634268266811492,0.636936234692258,-0.695078709366531,-0.13794685619272,-0.454203405694553,-0.885643218413263,0.591514192036306,0.0518643642631876
"ARE",-0.808328354245755,-0.60584864940059,1.71903125094797,0.889825550121983,-3.00219026494346,-1.60365787658327,-1.05890128135115,-1.34353899678251,-2.29882860776067,-2.77666279587848
"ARES",-1.58036539057536,-0.398979551674429,-0.524493401341786,0.0434046302281864,-0.695001980475347,-0.964909363013643,0.281018029230115,0.426430441243877,-1.89095314171645,-0.335869863069983
"ATO",0.42890091834746,0.42493885010075,-0.649254594001588,-1.33755680529259,-0.000704943368718679,-0.254849797501134,0.420255907093338,0.136590518371493,0.886277562677817,0.98358625810158
"AVB",-0.9759197256666,-0.665163701227978,-0.503318885935671,-0.950737719139928,0.0994022180111522,-0.0915349695116419,0.711630229726398,0.311562687037168,-0.716178867943715,-0.393370591513877
"AVGO",2.84450145245137,4.61966285873688,1.9210221546547,1.67414717440185,1.31112748864286,1.48112045363972,0.604539244185374,0.898377871427153,0.789082176452528,0.98358625810158
"AVY",-1.27692801395329,-0.911526593205579,-1.65497266686939,-1.04075804009382,1.0094490125941,0.717460624673043,-0.40470049085836,-0.494540058390179,-1.28075667721469,-0.536017415410882
"AWK",-0.386551067788475,-0.0189677517589641,-0.0613329037747227,-0.783791044278832,1.63736942278799,0.733185691863587,0.164906037270222,-0.0459221436298353,-0.0994892999046772,0.281669290143919
"AXON",-0.746592272032251,0.163873069806342,0.399872765024328,2.40052966897279,0.892493198484447,2.09228805497099,-2.17070741667285,-3.79670395583982,-2.07406259635586,-1.40409837069931
"AXP",-0.364356566650373,0.263864315594891,-0.375321571566992,-0.415875655971382,-0.208128823678238,-0.589944728828904,-0.0735259268072994,-0.13499621168758,0.811234600671733,0.98358625810158
"AZO",0.687041411668775,1.06348517122103,-0.885820943611486,-0.742807437140304,-2.10642030240552,-1.47626351485097,0.896773371321098,0.71196136272433,-0.571463862080249,0.445779095139461
"BA",0.53183282073751,1.11633062490326,-0.610775639095497,0.683932963553813,-0.149794418259629,0.292156290054374,-0.616648787542307,-1.09904221666088,-0.0379620247769254,-0.904785461164722
"BAC",-0.186327896390497,0.288114956599389,-1.72366360356472,-0.553662093159622,0.165765200194146,0.166281536738308,-0.135116025874957,-0.252786487820863,0.993168190258719,0.98358625810158
"BALL",-0.982493737962167,-0.781492393693467,0.100083941503832,-0.120122866143411,-0.181491935054908,0.063896644764133,0.662075561847583,0.414340863139281,-0.71511612003576,-0.893262329244436
"BAX",-1.27270796726809,-1.09026745400552,1.88580507926387,0.881328858569471,-0.897411021855438,-1.26175626988193,0.216171123512616,-0.10077082049064,-1.80974085330424,-2.75253276668219
"BBY",-0.9067297794104,-0.591666377638588,-0.734640115128663,0.316102634051942,-1.1050625986771,-0.500150079366334,-0.518056771192146,-0.766377432836638,-0.340674048758483,-0.343764048583585
"BDX",-1.54066068579522,-0.671114500328966,-0.0554469202289253,-0.731721844933722,-1.39141613018575,-1.08126069809737,1.39309290750915,0.838417764072636,-1.35416255702787,-0.416141312898714
"BEN",0.233696530381243,0.144943729077331,0.210817775400901,0.492583310575059,-0.333004497992295,-0.0504644743567888,-0.0514928899735748,-0.314406231628994,0.364304059899918,-0.0666528335625488
